;UUID;Title Geocat;All Keywords Geocat;Keyword BGDI;Bundesamt Geocat;Organisation Geocat;Published Geocat;TECHPUBLAYER;GDSKEY;REMARKS;HASWMTSSERVICE;HASWMSSERVICE;HASFREEWMSSERVICE;HASRAWPACKAGESERVICE;ISPUBLISHEDINAPI;ISPUBLISHEDINONLINEVIEWER
644;43a660c0-baa2-4366-ad04-a458afe1ec2c;Seilbahnen mit Bundeskonzession;Geobasisdaten, Luftseilbahn, Seilbahn, Seilbahnstation, Geodaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund;no;BAV;Bundesamt für Verkehr;yes;ch.bav.seilbahnen-bundeskonzession;SEILBAHNEN_BUND;;True;False;True;True;True;True
645;7162f14b-4c16-4ec3-8ac6-b158136e65c7;Sachplan geologische Tiefenlager;opendata.swiss, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Versorgungswirtschaft und staatliche Dienste, Bodennutzung, Geologie;no;BFE;Bundesamt für Energie;yes;ch.bfe.sachplan-geologie-tiefenlager;SGT;;False;False;True;True;True;True
646;5e412b36-88c4-4996-b69d-7064f1df3c18;Stand der Naturgefahrenkartierung in den Kantonen: Lawinen;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-kantone_lawinen;SHOWME;;True;False;True;True;True;True
647;7e1a39c8-69ad-4956-9a7b-57e357299fa4;Stand der Naturgefahrenkartierung in den Gemeinden: Rutschungen;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-gemeinden_rutschungen;SHOWME;;True;False;True;True;True;True
648;69a1bf2e-e07b-46f6-bdb7-a11a1f87c00a;Stand der Naturgefahrenkartierung in den Kantonen: Hochwasser;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-kantone_hochwasser;SHOWME;;True;False;True;True;True;True
649;b43f69ba-4b97-40e0-989f-116e5735145a;Stand der Naturgefahrenkartierung in den Gemeinden: Sturzprozesse;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-gemeinden_sturzprozesse;SHOWME;;True;False;True;True;True;True
650;26456ca7-828c-435a-8411-360433268599;Stand der Naturgefahrenkartierung in den Gemeinden: Hochwasser;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-gemeinden_hochwasser;SHOWME;;True;False;True;True;True;True
651;fea64430-554d-4c54-bd5d-2ee8c745d814;Stand der Naturgefahrenkartierung in den Kantonen: Sturzprozesse;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-kantone_sturzprozesse;SHOWME;;True;False;True;True;True;True
652;a327b175-7788-4569-946d-a9d1737e7092;Stand der Naturgefahrenkartierung in den Kantonen: Rutschungen;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-kantone_rutschungen;SHOWME;;True;False;True;True;True;True
653;59d8e986-6d18-4f1e-aab8-07c3964b93ca;Stand der Naturgefahrenkartierung in den Gemeinden: Lawinen;Umwelt, Gebiete mit naturbedingten Risiken, opendata.swiss;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.showme-gemeinden_lawinen;SHOWME;;True;False;True;True;True;True
654;f0ac2ddb-8b07-421b-ada6-8c192b593bca;Sicherheitszonenplan;Zonenplan, Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, Geobasisdaten, Flugplatz, Luftfahrt, Luftfahrthindernis, Flughafen, Zivilluftverkehr, Sicherheit, Luftverkehr;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.sicherheitszonenplan;SICHERHEITSZONENPLAN;;False;False;True;True;True;True
655;ff218384-7251-4e68-85e7-c163dd366616;Sicherheitszonenplan OeREB;ÖREB, Flugplatz, Zonenplan, Luftfahrt, Luftfahrthindernis, Flughafen, Zivilluftverkehr, Sicherheit, Luftverkehr;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.sicherheitszonenplan.oereb;SICHERHEITSZONENPLAN;;False;False;True;True;True;False
656;414ae620-4afc-46eb-8a0c-5c0c33d0b1eb;Sachplan Verkehr, Teil Infrastruktur Schifffahrt (SIF): Anhörung;Verkehrsnetze, Verkehr, opendata.swiss;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schifffahrt_anhoerung;SIF;currently not visible;False;False;True;True;False;True
657;922ddfaf-8e1b-43b1-87f5-1bbd1e884aa5;Sachplan Verkehr, Teil Infrastruktur Schifffahrt (SIF): Ausgangslage;Verkehr, opendata.swiss, Verkehrsnetz;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schifffahrt_ausgangslage;SIF;BR-Beschluss;False;False;False;True;False;True
658;fa9b082a-57a8-4c11-816b-2365e2741215;Sachplan Verkehr, Teil Infrastruktur Schifffahrt (SIF);Geobasisdaten, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Verkehrsnetze;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schifffahrt_kraft;SIF;BR-Beschluss;False;False;True;True;True;True
659;ae5fa63c-c153-496a-b8a6-c896126398b1;Sachplan Verkehr, Teil Infrastruktur Luftfahrt (SIL);Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, Flugplatz, Geobasisdaten, Flughafen, Zivilluftverkehr, Luftverkehr, Verkehrsnetze;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.sachplan-infrastruktur-luftfahrt_kraft;SIL;;False;False;True;True;True;True
660;9aba2fad-bfe6-4441-aefc-ba04bf5e972e;Sachplan Verkehr, Teil Infrastruktur Luftfahrt (SIL) - Anhörungen;Flugplatz, opendata.swiss, Luftverkehr, Zivilluftverkehr, Flughafen, Versorgungswirtschaft und staatliche Dienste, Verkehrsnetze;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.sachplan-infrastruktur-luftfahrt_anhorung;SIL;;False;False;True;True;False;True
661;7c608bf9-bddf-490b-8a46-3415f3c74cf3;SilvaProtect-CH (Gefahrenhinweis auf nationaler Stufe): Übersarung;Umwelt, Gebiete mit naturbedingten Risiken;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.silvaprotect-uebersarung;SILVAPROTECT_CH;;False;False;False;False;False;True
662;e1f63878-1ddd-4a51-9d3b-f0f077990357;SilvaProtect-CH (Gefahrenhinweis auf nationaler Stufe): Hangmuren;Hangmure, Gebiete mit naturbedingten Risiken;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.silvaprotect-hangmuren;SILVAPROTECT_CH;;False;False;False;False;False;True
663;238d97d6-8853-4e26-af30-dc5cbadd58dc;SilvaProtect-CH (Gefahrenhinweis auf nationaler Stufe): Sturz;Umwelt, Gebiete mit naturbedingten Risiken;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.silvaprotect-sturz;SILVAPROTECT_CH;;False;False;False;False;False;True
664;36f3b788-9d79-40f4-a69e-8c742729a745;SilvaProtect-CH (Gefahrenhinweis auf nationaler Stufe): Murgang;Umwelt, Gebiete mit naturbedingten Risiken;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.silvaprotect-murgang;SILVAPROTECT_CH;;False;False;False;False;False;True
665;8e350471-6259-4142-ad00-d99ddcefd2a4;SilvaProtect-CH (Gefahrenhinweise auf nationaler Stufe): Lawinen;Umwelt, Gebiete mit naturbedingten Risiken;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.silvaprotect-lawinen;SILVAPROTECT_CH;;False;False;False;False;False;True
666;83fe1cb9-686d-49d0-929e-995bca687c25;Sachplan Verkehr, Teil Infrastruktur Schiene (SIS): Ausgangslage;Verkehrsnetze, Verkehr, opendata.swiss;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schiene_ausgangslage;SIS;;False;False;False;True;False;True
667;80d0a3a6-56a3-408a-8964-6a48a500678e;Sachplan Verkehr, Teil Infrastruktur Schiene (SIS);Geobasisdaten, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Verkehrsnetze, Verkehr;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schiene_kraft;SIS;;False;False;True;True;True;True
668;a94360e1-a238-4d5f-9396-8f7bb739c997;Sachplan Verkehr, Teil Infrastruktur Schiene (SIS): Anhörung;Verkehrsnetze, Verkehr, opendata.swiss;no;BAV;Bundesamt für Verkehr;yes;ch.bav.sachplan-infrastruktur-schiene_anhorung;SIS;;False;False;False;True;False;True
669;deeb1f0f-ea25-46f0-977a-6ae1031cc55b;Langsamverkehr - Skatingland Schweiz;Langsamverkehr, Skating, Tourismus und Freizeit, Raumplanung;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.skatingland;SKATINGLAND;;True;False;False;False;True;True
670;e943182a-0126-4cfa-a02d-090dbe89e88e;Sperrungen / Umleitungen Skatingland;Sperrung, Weg, BGDI Bundesgeodaten-Infrastruktur, Skating, opendata.swiss, Tourismus und Freizeit, Raumplanung;yes;ASTRA;Bundesamt für Strassen;yes;ch.astra.skatingland-sperrungen_umleitungen;SKATINGLAND;;False;False;True;True;True;True
671;33090bf2-e8e5-4776-9f64-00d7a6170808;Skirouten;Kartographie, Skitour, Verkehrsnetze;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo-karto.skitouren;SKIROUTEN50;;True;False;True;False;True;True
672;43a069dd-93ef-4459-81ca-d2cdd7f3b56f;Papierkarte: Schneesportkarte 1:50'000;Skifahren, Kartographie, Planeinteilung, Landeskarte, Skitour, Schneeschuh;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.skitourenkarte-50.metadata;SKITOUREN50_PAPIER;;False;False;False;False;False;True
673;d31b13f3-f68f-4432-a1f8-5344046c2dd2;Smaragd Gebiete;Biotop, Lebensräume und Biotope, Schutzgebiete, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.schutzgebiete-smaragd;SMARAGD;;False;False;True;True;False;True
674;74aef814-0c97-4261-a2c1-df4a948aca8e;Landeskarten der Schweiz (grau);Geographie, Grenze, Vegetation, Gewässer, Kartographie, Relief, Topografische Karte, Verkehrsnetz, Landeskarte, Geländedarstellung, Orthofotografie, Verkehrsnetze, Bodenbedeckung, Höhe, Gewässernetz, Gebäude;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-grau-pk1000.noscale;SMR1000_LV95;;False;False;True;False;False;False
675;4ea228b8-7910-4339-8a31-d38d8d8592bd;Landeskarte 1:1 Million;Geländedarstellung, Topografische Karte, Landeskarte, Verkehrsnetz, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, Generalkarte, Relief, Gewässer, Grenze, Kartographie, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-farbe-pk1000.noscale;SMR1000_LV95;;True;False;True;True;True;True
676;7afe40b9-3906-47da-9cb4-8456a6432a6e;Blatteinteilung Landeskarte 1:100'000 Swiss Map Raster;Kartographie, Landeskarte, Planeinteilung, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-pk100.metadata;SMR100_LV95;;False;False;False;False;False;True
677;e8be74b0-fc58-4fc7-be9a-5dcc70dcea6e;Landeskarte 1:100'000;Geobasisdaten, Geländedarstellung, Topografische Karte, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Landeskarte, Verkehrsnetz, opendata.swiss, Kartographie, Relief, Grenze, Vegetation, Gewässer, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-farbe-pk100.noscale;SMR100_LV95;;True;False;True;True;True;True
678;b495f369-9262-4269-8532-27b06591e33a;Landeskarte 1:10'000 (grau);Grenze, Vegetation, Relief, Gewässer, Kartographie, Topografische Karte, Landeskarte, Verkehrsnetz, Geländedarstellung, Bodenbedeckung, Verkehrsnetze, Höhe, Gewässernetz, Orthofotografie, Gebäude;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.landeskarte-grau-10;SMR10_LV95;;True;False;True;False;True;True
679;cb0f8401-c49a-4bdf-aff6-40a7015ba43a;Landeskarte 1:10'000 (farbig);Relief, Grenze, Kartographie, Gewässer, Vegetation, Landeskarte, Verkehrsnetz, Geländedarstellung, Topografische Karte, opendata.swiss, Orthofotografie, Gewässernetz, Verkehrsnetze, Gebäude, Bodenbedeckung, Höhe;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.landeskarte-farbe-10;SMR10_LV95;;True;False;True;True;True;True
680;2987a492-a097-46f3-b162-abc1b3115f85;Landeskarte 1:25'000;Verkehrsnetz, Topografische Karte, opendata.swiss, Landeskarte, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geländedarstellung, Geobasisdaten, Relief, Gewässer, Kartographie, Grenze, Vegetation, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-farbe-pk25.noscale;SMR25_LV95;;True;False;True;True;True;True
681;78f00172-59ec-4b38-9106-cdddfb40e514;Blatteinteilung Landeskarte 1:25'000 Swiss Map Raster;Kartographie, Landeskarte, Planeinteilung, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-pk25.metadata;SMR25_LV95;;False;False;True;False;True;True
682;e1825425-2988-493e-9206-080171cadd27;Landeskarte 1:500'000;Landeskarte, Geobasisdaten, opendata.swiss, Generalkarte, Übersichtskarte, Geländedarstellung, Verkehrsnetz, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Topografische Karte, Grenze, Kartographie, Gewässer, Gewässer;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-farbe-pk500.noscale;SMR500_LV95;;True;False;True;True;True;True
683;7cd16f54-34e9-43ba-b65c-39461c03495e;Blatteinteilung Landeskarte 1:50'000 Swiss Map Raster;Kartographie, Planeinteilung, Landeskarte, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-pk50.metadata;SMR50_LV95;;False;False;True;False;True;True
684;4c8c7c58-61c7-4a61-8e7a-6ffb95d183df;Landeskarte 1:50'000;Landeskarte, Geobasisdaten, Verkehrsnetz, Geländedarstellung, Topografische Karte, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Vegetation, Kartographie, Grenze, Gewässer, Relief, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.pixelkarte-farbe-pk50.noscale;SMR50_LV95;;True;False;True;True;True;True
685;30421285-422d-4dd8-b16b-cada46c71b7f;Blatteinteilung Landeskarte 1:25'000 Swiss Map Vector;Vektor, Grenze, Gewässer, Vegetation, Kartographie, Relief, Landeskarte, GIS (Geografisches Informationssystem), Verkehrsnetz, Topografische Karte, Geländedarstellung, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.swiss-map-vector25.metadata;SMV25;;False;False;True;False;False;True
686;b614de5c-2f12-4355-b2c9-7aef2c363ad6;Eignung von Hausdächern für die Nutzung von Sonnenenergie;opendata.swiss, Energiequellen, Erneuerbare Energiequelle, Solarenergie;no;BFE;Bundesamt für Energie;yes;ch.bfe.solarenergie-eignung-daecher;SOLARKATASTER_DAECHER;;True;False;True;False;True;True
687;3849f57d-9bdd-428c-8d13-08be446e197a;Eignung von Hausfassaden für die Nutzung von Sonnenenergie;Solarenergie, Erneuerbare Energiequelle, Energiequelle, opendata.swiss, Energiequellen;no;BFE;Bundesamt für Energie;yes;ch.bfe.solarenergie-eignung-fassaden;SOLARKATASTER_FASSADEN;;True;False;True;False;True;True
688;c8b1a15e-b4db-49b0-ad3a-5b113c072fca;Spannungsarme Gebiete;Aufbewahrungs- und Archivierungsplanung AAP - Bund, Fixpunkt, Swiss Positioning Service SWIPOS, Amtliche Vermessung AV, Positionierungsdienst, Genauigkeit, opendata.swiss, Koordinatenreferenzsysteme, Flurstücke/Grundstücke (Katasterparzellen);no;swisstopo;Géodésie et Direction fédérale des mensurations cadastrales;yes;ch.swisstopo-vd.spannungsarme-gebiete;SPANNUNGSARME_GEBIETE;;True;False;True;True;True;True
689;c3ebd7ba-0fd5-411a-9074-3d0cdc46bc4d;Zonen mit Einschränkungen für Modellluftfahrzeuge und Drohnen;opendata.swiss, Luftraum, Luftfahrt, Luftfahrzeug;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.einschraenkungen-drohnen;SPERRZ_MLFZ;;False;False;True;True;True;True
690;afcad9a9-3c1c-4640-a6a9-aa279e4d501c;Spitallandeplätze: Landestellen zur Hilfeleistung;Aufbewahrungs- und Archivierungsplanung AAP - Bund;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.spitallandeplaetze;SPITALLANDEPLAETZE;;True;False;False;False;False;True
691;4817187f-700e-4588-94d6-0873fd23febd;Sachplan Militär - Anhörungen;Raumordnung und -planung, Militärische Aktivitäten, Militär;no;VBS;Generalsekretariat VBS, Raum und Umwelt VBS;yes;ch.vbs.sachplan-infrastruktur-militaer_anhoerung;SPM;;False;False;True;True;True;True
692;5263bc47-8723-4c02-988a-4ae0d425099c;Sachplan Militär;Sachplan, Raumordnung und -planung, Militärische Aktivitäten, Militär;no;VBS;Generalsekretariat VBS, Raum und Umwelt VBS;yes;ch.vbs.sachplan-infrastruktur-militaer_kraft;SPM;;False;False;True;True;True;True
693;fb60594e-2b16-45af-9bc0-b444035070f5;ÖREB-Kataster: Verfügbarkeit der Informationen;Grundbuch, ÖREB, Flurstücke/Grundstücke (Katasterparzellen);no;swisstopo;Geodäsie und Eidgenössische Vermessungsdirektion;yes;ch.swisstopo-vd.stand-oerebkataster;STAND_OEREBKATASTER;;False;False;True;False;True;True
694;b5225e07-9884-47b9-8bc2-161d07d1e7f2;Stauanlagen unter Bundesaufsicht;opendata.swiss, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Energiequellen, Gewässernetz;no;BFE;Bundesamt für Energie;yes;ch.bfe.stauanlagen-bundesaufsicht;STAUANLAGEN_BUNDESAUFSICHT;;True;False;True;True;True;True
695;9c762bb5-4d8c-4174-9b77-95e85b962439;Verbreitung der Steinbockkolonien;Steinbock, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, e-geo.ch, Umwelt, Verteilung der Arten;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.fauna-steinbockkolonien;STEINBOCKKOLONIEN;;True;False;True;True;True;True
696;375ee9c3-11ea-405f-aefe-1e26cec99003;Steinbrüche 1965;Geotechnik, Steinbruch, Geologie, Mineralische Bodenschätze, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-steinbrueche_1965;STEINBRUECHE;;True;False;False;True;True;True
697;d2420114-b83d-4658-b205-4ccf8e4d1a07;Steinbrüche 1980;Steinbruch, Geotechnik, Geologie, Mineralische Bodenschätze, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-steinbrueche_1980;STEINBRUECHE;;True;False;False;True;True;True
698;e9fb4d2c-8843-4586-b6f3-c9276a6d2890;Steinbrüche 1915;Steinbruch, Geotechnik, Geologie, Mineralische Bodenschätze, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-steinbrueche_1915;STEINBRUECHE;;True;False;False;True;True;True
699;1c7751e9-9909-45c2-ab3a-daff34a56ef1;Steinbrüche 1995;Steinbruch, Geotechnik, Geologie, Mineralische Bodenschätze, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-steinbrueche_1995;STEINBRUECHE;;True;False;False;True;True;True
700;efe1b3cf-dac4-4660-a5bd-a9269a3d97db;Naturwerksteine an Bauwerken;Lithologie, opendata.swiss, Petrografie, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Bauwerk, Geotechnik, Geologie;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-steine_historische_bauwerke;STEINE_HIST_BAUWERKE;;True;False;True;True;True;True
701;6749c3c9-f8eb-413c-9168-ad5860dc2e7f;Papierkarte: Strassenkarte 1:200'000;Ortsname, Verkehrsnetz, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Autobahn, Straßenverkehr, Kartographie, Nomenklatur, Gebiet, Geografische Bezeichnungen;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.strassenkarte200_papier.metadata;STRASSENKARTE200_PAPIER;Für Shop BGDI;False;False;True;False;False;True
702;87f3f029-4685-4d51-9de2-2a409b32aff5;Lärmbelastung durch Strassenverkehr (Lr_Tag);Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, opendata.swiss, e-geo.ch, Lärmbelastung, Lärmwirkung, Verkehrslärm, Lärmbekämpfung, Lärmimmission, Lärmpegel, Gesundheit und Sicherheit;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.laerm-strassenlaerm_tag;STRASSENLAERM;;False;False;False;True;False;True
703;89a0b0bc-10ff-4e3e-a4e4-36d081e2e672;Lärmbelastung durch Strassenverkehr (Lr_Nacht);opendata.swiss, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Lärmbekämpfung, Lärmwirkung, Lärmpegel, Lärmimmission, Verkehrslärm, Lärmbelastung, Gesundheit und Sicherheit;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.laerm-strassenlaerm_nacht;STRASSENLAERM;;False;False;False;True;False;True
704;38ec4641-d068-49a0-bdd1-b2b11b6e6d4d;Strassenverkehrsunfälle mit Schwerverunfallten und Hauptursache Alkohol pro 10'000 Einwohner nach Kanton;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.schwerverunfallte-kanton_alkohol;STRASSENVERKEHRSUNFAELLE;;True;False;False;False;True;True
705;164f5ce7-4870-431b-9807-242dff20b844;Strassenverkehrsunfälle mit Schwerverunfallten nach Kanton im Jahresvergleich;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.schwerverunfallte-kanton_jahresvergleich;STRASSENVERKEHRSUNFAELLE;;True;False;False;False;True;True
706;b3f51682-cb44-46ce-b215-ac5b5f996286;Strassenverkehrsunfälle mit Personenschaden und Beteiligung mindestens eines Fahrrads (inkl. Fahrräder mit elektrischer Tretunterstützung);Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.unfaelle-personenschaeden_fahrraeder;STRASSENVERKEHRSUNFAELLE;;False;False;True;False;True;True
707;578457c1-debb-41b9-8f2c-18d33148cfa5;Strassenverkehrsunfälle mit Personenschaden und Beteiligung mindestens eines Fussgängers;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.unfaelle-personenschaeden_fussgaenger;STRASSENVERKEHRSUNFAELLE;;False;False;True;False;True;True
708;7ef105ec-9192-4029-abb6-7112f0f4187b;Strassenverkehrsunfälle mit mindestens einer getöteten Person;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.unfaelle-personenschaeden_getoetete;STRASSENVERKEHRSUNFAELLE;;False;False;True;False;True;True
709;2e3c55c6-b8cf-4822-bdd4-2fd368697c93;Strassenverkehrsunfälle mit Personenschaden und Beteiligung mindestens eines Motorrads;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.unfaelle-personenschaeden_motorraeder;STRASSENVERKEHRSUNFAELLE;;False;False;True;False;True;True
710;a76e370a-eb4c-409b-bf10-5dbda021528e;Strassenverkehrsunfälle mit Personenschaden;Verkehr, Unfall, opendata.swiss;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.unfaelle-personenschaeden_alle;STRASSENVERKEHRSUNFAELLE;;False;False;True;True;True;True
711;3244a0b1-9589-43bb-b808-359c4aa13953;Strassenverkehrsunfälle mit Schwerverunfallten pro 10'000 Einwohner nach Kanton;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.schwerverunfallte-kanton_pro_einwohner;STRASSENVERKEHRSUNFAELLE;;True;False;False;False;True;True
712;3a3ef559-8bd1-4681-b544-5a53b14bbde2;Strassenverkehrsunfälle mit Schwerverunfallten und Hauptursache Geschwindigkeit pro 10'000 Einwohner nach Kanton;Verkehr, Unfall;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.schwerverunfallte-kanton_geschwindigkeit;STRASSENVERKEHRSUNFAELLE;;True;False;False;False;True;True
713;9b3f9ceb-3072-410f-b8ab-033ee151991c;Strukturgüte Hochrhein (2020);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.strukturguete-hochrhein_linkesumfeld;STRUKTURGUETE_HOCHRHEIN;;False;False;False;False;False;True
714;0343f09b-8638-4694-91d6-c2b2ba1b124d;Strukturgüte Hochrhein (2020);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.strukturguete-hochrhein_rechtesumfeld;STRUKTURGUETE_HOCHRHEIN;;False;False;False;False;False;True
715;06c4d44c-2e9a-4ee2-8926-6457bb78dce2;Strukturgüte Hochrhein (2020);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.strukturguete-hochrhein_sohle;STRUKTURGUETE_HOCHRHEIN;;False;False;False;False;False;True
716;536e1742-182c-4fb3-a067-12899be38afa;Strukturgüte Hochrhein (2020);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.strukturguete-hochrhein_linkesufer;STRUKTURGUETE_HOCHRHEIN;;False;False;False;False;False;True
717;0486c8a6-620b-4983-9e2e-7f91fd42c0d6;Strukturgüte Hochrhein (2020);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.strukturguete-hochrhein_rechtesufer;STRUKTURGUETE_HOCHRHEIN;;False;False;False;False;False;True
718;46d802a1-ee53-4e3a-8af6-77b322e62bf1;Zählstellen (regional);Verkehrsbelastung, Verkehrsüberwachung, Verkehr, Verkehrsnetze;no;ASTRA;Bundesamt für Strasssen;yes;ch.astra.strassenverkehrszaehlung_messstellen-regional_lokal;STRVKZAEHLUNG_REG_LOK;;False;False;True;True;True;True
719;56b6461f-1046-412c-9e70-06fb433f0dbf;Zählstellen (übergeordnet);Verkehrsbelastung, Verkehrsüberwachung, Verkehrsnetze;no;ASTRA;Bundesamt für Strasssen;yes;ch.astra.strassenverkehrszaehlung_messstellen-uebergeordnet;STRVKZAEHLUNG_UEBERGEORD;;False;False;True;True;True;True
