TECHPUBLAYERNAME,GEOCATUUID,STATUS (ZS),INGESTSTATE,TIMESTANDDATE,
ch.blw.alpprodukte,843b3f48-ec98-4143-b9e6-1db1ad6ddac0,Published,Productive,2015-04-22 00:00:00,A
ch.blw.bodeneignung-kulturland,843de9c9-6feb-4577-ab3b-e4fb62a9c56a,Published,Productive,2008-10-24 00:00:00,A
ch.bfe.shared-mobility,8444f497-8319-4949-8530-73095c991474,Published,NotProductive,2020-12-09 00:00:00,B
ch.swisstopo.geoidmodell-etrs89,8454f7d9-e3f2-4cc7-be6d-a82196660ccd,Published,Productive,2004-12-31 00:00:00,A
ch.vbs.pannendienst-sektoren-mp,849508b0-cbc6-4844-a574-1294821d1679,Published,Productive,2019-04-04 00:00:00,A
ch.swisstopo.rastplaetze,853eb76b-4ee0-4fd4-9a06-0b7ba98e8677,Published,Productive,2021-03-19 00:00:00,A
ch.blw.klimaeignung-kartoffeln,859f26d4-f820-4b1f-bad4-44e88bae59a6,Published,Productive,2008-10-24 00:00:00,A
ch.bafu.gefahren-aktuelle_erdbeben,85b7cf2d-0feb-4e75-81d7-9e245ec4bf24,Published,Productive,2019-09-10 00:00:00,A
ch.swisstopo.strassenkarte-200,86171e63-5017-48f3-beb7-0ff73f8afa63,Published,Productive,2021-11-12 00:00:00,A
ch.swisstopo.hybridkarte.vt,863d78ff-fd3a-4efc-9727-78ae142850fb,InClarification,NotProductive,2018-11-02 00:00:00,B
ch.swisstopo.geologie-geomol-isotherme_100,8681fb45-6220-41ef-825a-86210d8a72fc,Published,Productive,2020-03-03 00:00:00,A
ch.are.alpenkonvention,8698bf0b-fceb-4f0f-989b-111e7c4af0a4,Published,Productive,2009-01-01 00:00:00,A
ch.swisstopo.hiks-siegfried-ta25.metadata,86c12e05-aabf-4384-a88a-eeea18044e83,Published,Productive,1949-01-01 00:00:00,A
ch.swisstopo.swissboundaries3d,86cb844f-296b-40cb-b972-5b1ae8028f7c,Published,Productive,2023-01-01 00:00:00,A
ch.bafu.erosion-gruenland_bodenabtrag_jan,86e14673-a4f0-49c1-8945-27b5c9134fea,Published,Productive,2019-04-01 00:00:00,A
ch.vbs.raumordnung-schweiz,87b5f791-878f-4c67-a1cd-259676e600cc,InClarification,Productive,2022-03-31 00:00:00,A
ch.bafu.laerm-strassenlaerm_tag,87f3f029-4685-4d51-9de2-2a409b32aff5,Published,Productive,2018-08-23 00:00:00,A
ch.bazl.laermbelastungskataster-zivilflugplaetze_kleinluftfahrzeuge,88237a28-1e39-440f-89c4-a26c8a605243,Published,Productive,2022-06-30 00:00:00,A
ch.bafu.lebensraumkarte-schweiz,88a5a85f-8dee-4539-915e-1887635efec9,Published,Productive,2022-08-05 00:00:00,A
org.epsg.grid_4326,88c19d33-d5e3-4ea7-ab98-c44fbda6cf0f,Published,Productive,2012-01-01 00:00:00,A
ch.swisstopo.geologie-gisgeol-flaechen-lt10km2,88c59cad-032b-4fb3-a6e7-1fea004f1a89,Published,Decommissioned,2015-01-01 00:00:00,C
ch.bafu.alpweiden-herdenschutzhunde,88ec92d4-409f-40ee-9c46-83aa4fb992aa,Published,Productive,2022-05-03 00:00:00,A
ch.swisstopo.geologie-geotechnik-zementindustrie_1995,895a5d84-485e-4e47-b76e-2ab0283b0655,Published,Productive,2006-03-04 00:00:00,A
ch.bav.kataster-belasteter-standorte-oev.oereb,8972ad4c-8a2e-4ba7-b3ea-ab709b816674,Published,Decommissioned,2021-12-15 00:00:00,C
ch.bafu.laerm-strassenlaerm_nacht,89a0b0bc-10ff-4e3e-a4e4-36d081e2e672,Published,Productive,2018-08-23 00:00:00,A
ch.bafu.hydrologie-daueruntersuchung_fliessgewaesser,89a644dc-b73d-4d01-b72e-8feefc8f4bf7,InProgress,Productive,2022-12-08 00:00:00,A
ch.bakom.anschlussart-glasfaser,89c839ce-d778-4f53-be64-68bdc458e8c0,Published,Productive,2020-10-31 00:00:00,A
ch.meteoschweiz.messwerte-neuschnee-1d,8a0cf1c7-b42e-44c9-957a-f944d7e951c8,Published,Productive,2018-03-09 00:00:00,A
ch.meteoschweiz.messnetz-atmosphaere,8a1f0d78-5415-4b25-ac08-f4c8d632af39,Published,Productive,2018-03-09 00:00:00,A
ch.pronatura.waldreservate,8a69330f-c6db-4c56-bedc-d244542ad86c,Published,Productive,2019-12-31 00:00:00,A
ch.bfe.sachplan-uebertragungsleitungen_anhoerung,8a86e8e0-adff-4815-bbea-bef208138ad5,InProgress,Productive,2023-01-25 00:00:00,A
ch.bafu.planerischer-gewaesserschutz_zustroembereiche_zu,8aa57883-0617-4aee-a621-e3ee44734dc9,InClarification,Decommissioned,2018-11-06 00:00:00,C
ch.bakom.notruf-145_zentral,8aa977ba-61e7-4239-8b20-6e6880341fde,Published,NotProductive,2021-06-01 00:00:00,B
ch.bfs.arealstatistik,8ac687ee-ad27-4ac7-8c1c-b64abee9e3b3,Published,Productive,2018-12-31 00:00:00,A
ch.bfe.baulinien-starkstromanlagen_v2_0.oereb,8ae92a62-d0ff-41e5-b521-879618b97669,Published,Productive,2021-12-15 00:00:00,A
ch.meteoschweiz.messwerte-luftdruck-qnh-10min,8af9396d-a199-416d-883f-9763f3fdf16a,Published,Productive,2018-03-09 00:00:00,A
ch.bazl.landschaftsruhezonen,8af95971-c458-4f4e-bfe4-2d541a1274e8,Published,Productive,2011-01-01 00:00:00,A
ch.swisstopo.geologie-gisgeol-flaechen-10to100km2,8b00cf3e-0c02-4653-a92b-7859b4b94d63,Published,Decommissioned,2015-01-01 00:00:00,C
ch.bafu.landesforstinventar-vegetationshoehenmodell,8b7c23ef-88a4-47d6-87dc-6f5b5d91928c,Published,Productive,2019-12-31 00:00:00,A
ch.bafu.neophyten-druesiges_springkraut,8b98dde1-c413-4ceb-9477-470b36ca9dfe,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.ren-feuchtgebiete,8bc1565a-023e-490c-9526-fa04a14169ab,Published,Productive,2011-02-14 00:00:00,A
ch.astra.ivs-nat-verlaeufe,8c750eb5-d781-4b14-8dee-3d8943b04465,Published,Productive,2015-12-31 00:00:00,A
ch.swisstopo.wanderkarte33_papier.metadata,8c9e8d34-63d5-4526-b030-67de7dc7448a,Published,Decommissioned,2019-09-17 00:00:00,C
ch.meteoschweiz.messwerte-foehn-10min,8d15939e-b489-467f-8a76-cbf7abb0ada9,Published,Productive,2018-03-09 00:00:00,A
ch.bfe.windenergie-geschwindigkeit_h125,8d78a2a4-03fa-4d95-8a37-57594f2bf7d4,Published,Productive,2018-10-01 00:00:00,A
ch.bfe.solarprofis,8dc11a3d-6d19-4f8b-94e1-6543be64134f,InProgress,NotProductive,2018-04-03 00:00:00,B
ch.bafu.amphibienwanderung-verkehrskonflikte,8dc1e2a5-eab0-467a-a570-d994830f8340,Published,Productive,2020-11-30 00:00:00,A
ch.bafu.silvaprotect-lawinen,8e350471-6259-4142-ad00-d99ddcefd2a4,Published,Productive,2006-07-01 00:00:00,A
ch.bakom.notruf-144_festnetz,8eff7061-f805-4d8c-a37e-574f41e68869,Published,Productive,2021-06-01 00:00:00,A
ch.are.belastung-gueterverkehr-strasse,8f35a393-5ee2-44b5-a68e-8d820e968054,Published,Productive,2012-12-31 00:00:00,A
ch.swisstopo.geologie-geophysik-deklination,8f38b25f-f984-450a-ae48-02290e82136c,Published,Productive,2001-12-03 00:00:00,A
ch.meteoschweiz.messwerte-niederschlag-1h,8f3eb01b-9368-4400-8c39-68ec0221f029,Published,Productive,2018-03-09 00:00:00,A
ch.bfs.erreichbarkeit-restaurants,8f48d5dd-270b-46c5-bf82-c8e7929d08f6,Published,Productive,2018-12-31 00:00:00,A
ch.are.belastung-personenverkehr-bahn_zukunft,8f947ac4-0334-4065-a55f-2563b39cd6ed,Published,Productive,2021-06-30 00:00:00,A
ch.bafu.bundesinventare-trockenwiesen_trockenweiden,8fa24249-1ad0-48d3-a879-6ba6893db1d7,Published,Productive,2021-01-01 00:00:00,A
ch.bafu.bundesinventare-vogelreservate,8fc6f748-80ce-47b2-8d49-b05a0c8ba975,Published,Productive,2018-11-12 00:00:00,A
ch.swisstopo.geologie-geotechnik-zementindustrie_1965,900f56f2-31d0-4b97-a1af-fa016df24193,Published,Productive,2006-03-04 00:00:00,A
ch.swisstopo-vd.geometa-gemeinde,9114e8ee-f90c-4c05-af2e-0fe999f833bb,Published,Productive,2016-11-30 00:00:00,A
ch.swisstopo.geologie-rohstoffe-zement_abbau_verarbeitung,9128ae2a-acdf-42cf-bb67-00755f0857fb,Published,Productive,2018-02-22 00:00:00,A
ch.meteoschweiz.messwerte-neuschnee-3d,91424c0d-4196-4a63-a9be-8e2c71c80fa1,Published,Productive,2018-03-09 00:00:00,A
ch.bfe.rohrleitungen-konsultationsbereiche,9188dcff-dced-43b9-8127-b3104f09c175,Published,Productive,2022-05-11 00:00:00,A
gb.dgc.luftfahrtkarte-250,91d772e8-b832-4465-a23c-5323b9830a2f,Published,Productive,2017-04-04 00:00:00,A
ch.bav.sachplan-infrastruktur-schifffahrt_ausgangslage,922ddfaf-8e1b-43b1-87f5-1bbd1e884aa5,Published,Productive,2015-12-04 00:00:00,A
ch.efd.zollstationen,9257fd29-b458-44a4-adb9-2df392f5bbb6,Published,Productive,2017-03-14 00:00:00,A
ch.bfe.thermische-netze,92b85345-4513-45a8-b64a-d7dbebd648a3,Published,Productive,2021-07-30 00:00:00,A
ch.meteoschweiz.messnetz-phaenologie,92f068d0-568b-4416-acbb-ee9e295463ce,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.laerm-bahnlaerm_nacht,93814e81-2466-4690-b54d-c1d958f1c3b8,Published,Productive,2018-08-23 00:00:00,A
ch.bafu.bundesinventare-trockenwiesen_trockenweiden_anhang2,9391d96a-280b-4e7b-bcc7-7836007b30f1,InProgress,Productive,2021-01-01 00:00:00,A
ch.bafu.neophyten-carolina_nachtschatten,93a43591-f202-440f-88bf-4e77f654666b,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.geologie-rohstoffe-ziegel_verarbeitung,93ad193c-cb3e-48a4-8977-6775c403c579,Published,Productive,2019-08-29 00:00:00,A
ch.bafu.neophyten-seidiger_hornstrauch,93c4e4a5-dc4d-40bc-9a79-728f133abcbb,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.segelflugkarte_papier.metadata,93e6ad22-c902-42a4-9ab7-f311a91c21ea,Published,Decommissioned,2019-03-28 00:00:00,C
ch.bafu.schutzgebiete-aulav_moorlandschaften,947f9c40-eef0-497a-90f2-9acf59a25f0c,Published,Productive,2021-07-01 00:00:00,A
ch.bfe.meteorologische-vereisung,94cedad7-6d19-46b2-9ecf-0d1d1a58bea8,Published,Productive,2016-05-31 00:00:00,A
ch.bafu.bundesinventare-amphibien_wanderobjekte_anhoerung,94dc619c-d5c1-4061-9bdb-02ea11d65414,Published,Decommissioned,2017-11-01 00:00:00,C
ch.bakom.verfuegbarkeit-tv,9509aa85-bde5-40c2-867d-5aea0ce20c7c,Published,Decommissioned,2020-10-31 00:00:00,C
ch.bak.bundesinventar-schuetzenswerte-ortsbilder,954451d0-f68a-4785-92e1-60aff077dd91,Published,Productive,2022-05-04 00:00:00,A
ch.astra.wanderland,95638869-ef86-4e95-ae60-20e84e8dca8c,Published,Productive,2022-03-17 00:00:00,A
ch.swisstopo.landesschwerenetz,95879cd4-e93d-4d4d-af57-4ec6731b9c97,Published,Productive,2020-12-31 00:00:00,A
ch.vbs.textilcenter,95e26f80-d511-46db-b503-ea52a2e47c2e,InProgress,Productive,2022-03-18 00:00:00,A
ch.bafu.luftreinhaltung-stickstoff_kritischer_eintrag,95e73bc3-da75-4356-9b04-2cc7c3b1cec9,Published,Productive,2022-08-15 00:00:00,A
ch.bafu.wald-niederschlag_april_august_2085_maessig,960671f6-8146-41af-824f-59b0eb4ef898,Published,Productive,2021-01-01 00:00:00,A
ch.bafu.gewaesserschutz-nawa,967c7855-9b88-47ed-b370-d3bf5530fc49,Published,NotProductive,2015-12-31 00:00:00,B
ch.swisstopo-vd.ortschaftenverzeichnis_plz,972cd117-f1ed-4818-be14-233d89ab9fdf,Published,Productive,2017-01-04 00:00:00,A
ch.vbs.strassenpaesse,9730910c-dca7-4f61-b8b4-2fae0ed36ad8,InProgress,Productive,2022-01-27 00:00:00,A
ch.bafu.neophyten-balfours_springkraut,97baf479-04bc-4cdc-ad4a-e1e01553df68,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.swissprtr,980b541f-f651-439b-ad0c-ec0f7f10e514,Published,Productive,2019-12-31 00:00:00,A
ch.bfs.volkszaehlung-gebaeudestatistik_wohnungen,987a55d8-fcc5-497a-b553-da1f1517e5c4,Published,Productive,2021-12-31 00:00:00,A
ch.bafu.neophyten-riesenbaerenklau,98b43c26-0f11-4c58-af85-b007712b17b0,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.vec25-strassennetz,993a3d7d-070d-4992-92cb-ef82d2853661,Published,Decommissioned,2008-01-10 00:00:00,C
ch.bazl.sicherheitszonenplan_v2_0.oereb,993bd105-3c7a-41ad-9470-9cf7faee0466,Published,Productive,2021-12-15 00:00:00,A
ch.swisstopo.swissboundaries3d-gemeinde-flaeche.fill,9961dc6c-20a9-4b16-8a24-b20c3d8ddb83,Published,Productive,2023-01-01 00:00:00,A
ch.swisstopo.swiss-map-vector10.metadata,99958d5b-43c3-4bcf-b823-82079733014a,Published,Decommissioned,2017-01-01 00:00:00,C
ch.eda.welt-che-vertretungen,99a6b160-877e-40af-905b-be353b5886d4,Published,Productive,2021-04-21 00:00:00,A
ch.swisstopo.geologie-lockergestein_maechtigkeitsmodell,99eb4571-4c34-48cc-bd6a-32fd9decc2a7,Published,Productive,2021-09-20 00:00:00,A
ch.swisstopo.geologie-tektonische_karte_papier.metadata,9a6cf8f1-2475-4085-b202-8cd0fe0f0ca8,Published,Decommissioned,2016-01-01 00:00:00,C
ch.bazl.sachplan-infrastruktur-luftfahrt_anhorung,9aba2fad-bfe6-4441-aefc-ba04bf5e972e,Published,Productive,2022-11-24 00:00:00,A
ch.meteoschweiz.messwerte-pollen-birke-1h,9ae60982-115e-4a52-b7a8-4d963b1dfc7b,Published,Productive,2018-03-09 00:00:00,A
ch.baspo.nationales-sportanlagenkonzept,9b3799d2-02e6-43c7-9655-9e3d268551c2,Published,Productive,2017-12-01 00:00:00,A
ch.bafu.strukturguete-hochrhein_linkesumfeld,9b3f9ceb-3072-410f-b8ab-033ee151991c,Published,Productive,2002-01-01 00:00:00,A
ch.bakom.downlink50,9b63de18-3f5a-437d-804a-40eba5596890,Published,Decommissioned,2020-10-31 00:00:00,C
ch.bafu.gewaesserschutz-diffuse_eintraege_stickstoff,9b7dc233-813b-490b-b13c-3b3ab787e11f,Published,Productive,2015-07-01 00:00:00,A
ch.bakom.richtfunkverbindungen,9c2a71ac-6846-4ecc-8126-636af8ed025a,Published,Productive,2017-01-11 00:00:00,A
ch.bafu.gewaesserschutz-diffuse_eintraege_phosphor,9c4bf1ae-ee0a-491c-9ce3-156a3001a954,Published,Productive,2015-07-01 00:00:00,A
ch.bafu.neophyten-verlotscher_beifuss,9c64b6c9-57a6-4da6-b46c-df7f5fb4706e,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.fauna-steinbockkolonien,9c762bb5-4d8c-4174-9b77-95e85b962439,Published,Productive,2020-03-31 00:00:00,A
ch.bafu.hydrologie-untersuchungsgebiete_stationen,9ce0ce29-35b2-4fdd-bfc8-247e189dca8f,Published,Productive,2016-01-11 00:00:00,A
ch.bazl.luftfahrthindernis-klein,9d11574a-6b9a-4a5e-863f-0f1ad0dfcd90,Published,Productive,2022-12-14 00:00:00,A
ch.blw.feldblockkarte,9d673266-aed0-46f3-a536-4eb7d57582e9,Published,Productive,2019-03-30 00:00:00,A
ch.bafu.wald-kontinentalitaet_juli_1000m_1981_2010,9d732bb2-21ad-4170-bf57-583fa8b17e45,Published,Productive,2021-01-01 00:00:00,A
ch.bafu.gefahren-basiskarte,9e574967-a470-4f33-b635-b7badb0b30a3,Published,Productive,2020-05-18 00:00:00,A
ch.astra.projektierungszonen-nationalstrassen_v2_0.oereb,9e7a53d4-3880-4dec-9988-92d49ba812c9,Published,Productive,2021-12-15 00:00:00,A
ch.vbs.rekrutierungszentren,9eb03e5c-33e5-4104-a44f-a3026ba9d925,InProgress,Productive,2021-07-15 00:00:00,A
ch.vbs.werkstatt-alc,9edf518c-4298-4338-ae81-7f98dda37b4a,InProgress,Productive,2022-03-18 00:00:00,A
ch.swisstopo.swissboundaries3d-kanton-flaeche.fill,9eee6d40-f0a6-46c9-94ad-69679b9f3d38,Published,Productive,2023-01-01 00:00:00,A
ch.blw.emapis-hochbau,9f543b52-01d3-4bf1-a1cd-7f6903849aae,Published,Decommissioned,2019-06-06 00:00:00,C
ch.bfs.justizvollzugseinrichtungen,a03be124-c20e-4970-b900-b8816054f561,InProgress,Productive,2021-03-10 00:00:00,A
ch.vbs.nachschubtankanlage,a11c3b38-ec5a-4a96-bcf9-a0c85c31eedb,InProgress,NotProductive,2018-10-25 00:00:00,B
ch.bafu.neophyten-gewoehnliche_jungfernrebe,a12187bd-a0dc-4e8a-9884-4b4e9611eb91,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.ren-wald,a193df6d-071c-4a1d-bb64-0921cc916f2f,Published,Productive,2011-02-14 00:00:00,A
ch.swisstopo.luftfahrtkarten-icao_papier.metadata,a1973b7f-ec79-4cee-9e51-5fadec528a3e,Published,Decommissioned,2019-03-28 00:00:00,C
ch.swisstopo.swisssurface3d.metadata,a1a07baa-2dfc-458e-91e7-b1710ce1de1d,Published,Productive,2019-02-07 00:00:00,A
ch.blw.bodeneignung-gruendigkeit,a1c56c8d-05c9-425f-9aed-71e265081634,Published,Productive,2008-10-24 00:00:00,A
ch.bfe.biomasse-nicht-verholzt,a1e28820-056f-4371-9bb3-8c17b846e56f,Published,Productive,2017-06-30 00:00:00,A
ch.swissgas,a26a27f7-8612-4ee8-81bd-bdb725f77ec2,InProgress,Productive,2020-11-12 00:00:00,A
ch.bafu.wrz-wildruhezonen-jagdbanngebiete-wege-routen,a2fcdfa3-2692-4196-84f6-e324ccb42479,Published,Decommissioned,2022-12-01 00:00:00,C
ch.bag.zeckenstichmodell,a30c52be-0d18-4b5f-8872-5981b0666376,Published,Productive,2021-04-23 00:00:00,A
ch.swisstopo.swiss-map-vector500,a3234855-bfd6-4247-9734-42e3b5451c91,InProgress,Productive,2022-01-01 00:00:00,A
ch.bafu.showme-kantone_rutschungen,a327b175-7788-4569-946d-a9d1737e7092,Published,Decommissioned,2019-01-01 00:00:00,C
ch.bfe.bikesharing,a36aace7-d887-4b17-944f-35766e2b537a,Published,Decommissioned,2017-12-20 00:00:00,C
ch.blw.bewaesserungsbeduerftigkeit,a3acc755-aad5-4992-b3f3-91f1137a94cb,Published,Productive,2009-11-10 00:00:00,A
ch.swisstopo-vd.amtliche-vermessung,a3c0f7fb-1be0-4385-9c54-33b65ae3e1ae,Published,Productive,2016-11-30 00:00:00,A
ch.bafu.flora-schwingrasen,a46d05f2-036f-4ddb-8583-c6822fe9246b,Published,Productive,1992-08-22 00:00:00,A
nato.kosovo-dtm-srtm-27m,a4794358-afa6-4138-ae2d-e3137c8c384a,InProgress,Productive,2021-12-15 00:00:00,A
ch.bav.laermbelastung-eisenbahn_effektive_immissionen_tag,a488ff49-540f-4013-aa23-af9a2d2d0d34,Published,Productive,2019-02-17 00:00:00,A
ch.swisstopo.pixelkarte-grau-pk1000.noscale,a48eadbc-444d-4c7e-a2c5-10c75ea98b3d,Published,Productive,2022-01-01 00:00:00,A
ch.swisstopo.geologie-tektonische_karte,a4cdef47-505e-41ab-b6a7-ad5b92d80e41,Published,Productive,2008-05-22 00:00:00,A
ch.bafu.wasser-entnahme,a4ecf3a4-9943-4826-a997-9d7523e4d8ad,Published,Productive,2004-01-01 00:00:00,A
ch.swisstopo.wanderkarte25-zus_papier.metadata,a5024779-07a8-4773-8459-05b19253b6e1,Published,Decommissioned,2015-10-01 00:00:00,C
ch.bafu.niederschlagserosivitaet-mai,a554eed4-2a20-4d7e-a2ee-cc29832f4c46,Published,Productive,2019-10-02 00:00:00,A
ch.swisstopo-vd.geometa-los,a559aac9-fef8-48a3-bde2-4c764367bf8b,Published,Decommissioned,2016-11-30 00:00:00,C
ch.blw.emapis-seilbahnen,a58485b5-81cc-4641-8d20-6b52c05ba494,Published,Decommissioned,2019-06-06 00:00:00,C
ch.bfe.ueberflutungskarten-bei-staudammbruechen,a58485e3-39a8-4d96-a590-0fdd1be697ec,InProgress,Productive,2020-01-07 00:00:00,A
ch.bafu.neophyten-japanisches_geissblatt,a5bd8033-8457-486b-b099-2e6f3f7864a8,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.wasserbau-querprofilmarken,a5bdee12-cbec-4fbd-ba88-91f0d4ae8c10,Published,Productive,2023-01-20 00:00:00,A
ch.bakom.downlink2,a5f0a7d8-4e9f-43b5-ae73-0966df615d96,Published,Decommissioned,2020-10-31 00:00:00,C
ch.swisstopo.geologie-bohrungen_tiefer_500,a61d9f7a-00cd-4448-a36d-b81423f1f566,Published,Productive,2018-10-30 00:00:00,A
us.nga.operational-navigation-chart-1000,a6953c96-4992-4ef8-95ec-3aa4dc4c223b,Published,Productive,2016-03-31 00:00:00,A
ch.bafu.aquaprotect_100,a71453bf-e515-4f70-98cc-c939510dd4b1,Published,Productive,2008-12-18 00:00:00,A
ch.bafu.neophyten-suedafrikanisches_greiskraut,a7579e76-c854-431b-ab03-6e773c2da82e,Published,Productive,2015-10-07 00:00:00,A
ch.astra.unfaelle-personenschaeden_alle,a76e370a-eb4c-409b-bf10-5dbda021528e,Published,Productive,2022-02-27 00:00:00,A
ch.bafu.sturm-boeenspitzen_300,a7956843-bc72-4271-b238-72fb4a21baa0,Published,Productive,2014-11-07 00:00:00,A
ch.vbs.phoenix-europa-15000,a7b197d3-b248-4442-9b0a-c715d09ed5b9,Published,NotProductive,2018-05-07 00:00:00,B
ch.bfe.statistik-wasserkraftanlagen,a7d239f2-4202-4760-9537-41e1a8c3c984,Published,Productive,2021-12-31 00:00:00,A
ch.bazg.zollverwaltung,a7d986df-f2cc-46c3-9dbe-ae7ffb0f0785,InProgress,Productive,2021-03-09 00:00:00,A
ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_nacht,a7efd280-1c64-4fdf-98dd-bec607ff6a9d,Published,Productive,2021-09-01 00:00:00,A
ch.bafu.hydroweb-warnkarte_regional,a81982a8-ab5f-41ae-8ce8-3fa524dfe963,Published,Productive,2015-06-30 00:00:00,A
us.nga.kosovo-tlm-100,a822a337-ad59-48b0-9855-290cbbffc58e,InProgress,Productive,2013-02-16 00:00:00,A
ch.bafu.gefahren-spektral,a869c0d0-ff03-4cbf-93e8-c568f01bf9bc,Published,Productive,2021-08-17 00:00:00,A
ch.bafu.aquaprotect_250,a889473d-cbe4-454c-838b-aac6b174e46e,Published,Productive,2008-12-18 00:00:00,A
ch.swisstopo.geologie-geologischer_atlas.metadata,a891e1e7-7f85-4c92-94d9-7120edf91a9c,Published,Productive,2017-01-01 00:00:00,A
ch.bav.sachplan-infrastruktur-schiene_anhorung,a94360e1-a238-4d5f-9396-8f7bb739c997,Published,Productive,2022-12-09 00:00:00,A
ch.vbs.armeeapotheke,a956345c-4ea2-4358-a876-8ffa122a8343,Published,Productive,2018-10-25 00:00:00,A
ch.bakom.downlink3,a9631243-b897-4417-b407-06d28af9d2c1,Published,Decommissioned,2020-10-31 00:00:00,C
ch.bfs.betriebs-unternehmensregister-regierungverwaltung,a9d225a7-f179-4683-bfc1-0c22e11515b4,Published,Productive,2019-06-14 00:00:00,A
ch.bafu.tranquillity-karte,a9e8cdf5-037e-46aa-8784-e63be1f08618,InProgress,NotProductive,2021-08-24 00:00:00,B
ch.bafu.niederschlagserosivitaet-dez,aa833371-8fed-4cb6-bb1d-6053e8838021,Published,Productive,2019-10-02 00:00:00,A
ch.blw.klimaeignung-koernermais,aaa31b34-09da-4944-b43e-fb1b21cc6f96,Published,Productive,2008-10-24 00:00:00,A
ch.astra.ivs-nat_abgrenzungen,aab3c0bf-bfa3-48e0-84d7-1a7b86e04509,Published,Productive,2015-12-31 00:00:00,A
ch.bafu.neophyten-mahonie,aac71816-fe8f-4621-aa32-fb51444edfdf,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.swissnames3d,ab24e5cc-7f53-451a-820a-f113fa545943,Published,Productive,2022-06-10 00:00:00,A
ch.swisstopo.landeskarte50_papier.metadata,ab73acf2-95dc-4f49-a3b9-76fcaefa1bed,Published,Decommissioned,2020-10-01 00:00:00,C
ch.bafu.auen-vegetationskarten,ab76361f-657d-4705-9053-95f89ecab126,InProgress,Productive,2020-05-11 00:00:00,A
ch.swisstopo.swissalti3d.metadata,abb19ba8-128c-46da-a9ed-5ca71c17c15e,Published,Decommissioned,2020-11-26 00:00:00,C
ch.vbs.truppenunterkuenfte,abc87a44-214c-4bb7-ae85-b9f8b0ae8298,InProgress,Productive,2021-03-29 00:00:00,A
ch.swisstopo.swisssurface3d-reliefschattierung_monodirektional,ac330de2-572c-4602-acbc-ca4ba80e9d69,Published,Productive,2022-11-15 00:00:00,A
ch.swisstopo.geologie-geomol-temperaturverteilung_2000,ac604460-7a7a-44c5-bc5a-41062fbd21ff,Published,Productive,2020-03-03 00:00:00,A
ch.bfs.volkszaehlung-gebaeudestatistik_gebaeude,ac730d03-1840-4f64-bc89-9f06d2491e25,Published,Productive,2021-12-31 00:00:00,A
ch.vbs.armee-kriegsdenkmaeler,acc444ae-742f-4832-9dad-ec027f7b85b8,Published,Productive,2022-04-27 00:00:00,A
ch.bafu.hydrologie-messstationen_gefahren,acca4141-17e4-46a2-8bc8-f4456fb2d822,Published,Productive,2015-06-30 00:00:00,A
ch.bafu.neophyten-essbare_kermesbeere,acd81477-68ac-4136-866e-ed394d601d4c,Published,Productive,2015-10-07 00:00:00,A
ch.blw.bodeneignung-vernaessung,ace71da1-bfd1-4745-a2f1-40b4567f4907,Published,Productive,2008-10-24 00:00:00,A
ch.vbs.raeume-der-militaerpolizei,ad122d14-6e9f-454f-a249-7232ea7d0a0d,Published,Productive,2018-09-21 00:00:00,A
ch.bfe.minergiegebaeude,ad60a67c-f0a0-41fa-84f2-20b8565c9da9,Published,Productive,2020-10-30 00:00:00,A
ch.bafu.neophyten-kanadische_wasserpest,ae20bec0-b123-41a3-b508-02d6c1303595,Published,Productive,2015-10-07 00:00:00,A
ch.vbs.armeelogistikcenter,ae538f59-74af-4ed4-999b-66cfb52c36de,Published,Productive,2014-03-30 00:00:00,A
ch.bazl.sachplan-infrastruktur-luftfahrt_kraft,ae5fa63c-c153-496a-b8a6-c896126398b1,Published,Productive,2022-11-24 00:00:00,A
ch.bafu.wasser-leitungen,ae65e4e3-f47b-4544-a3a2-81dbf79d5a73,Published,Productive,2004-01-01 00:00:00,A
ch.bafu.neophyten-sachalin_staudenknoeterich,ae7db8c9-3bb8-43ca-a5d1-99de05cd8d32,Published,Productive,2015-10-07 00:00:00,A
ch.bakom.anschlussart-koaxialkabel,aed73a77-fc04-4406-8ba3-fd998e2625db,Published,Productive,2020-10-31 00:00:00,A
ch.swisstopo.lubis-luftbilder_infrarot,aee873f9-127a-4567-86a9-abb740bb9706,Published,Productive,2022-07-15 00:00:00,A
ch.are.reisezeit-miv,aee88d88-6fa6-445c-8d4d-5b40f592436b,Published,Productive,2017-06-30 00:00:00,A
ch.vbs.munition,af2063f1-de76-4dc4-8a94-7b360b7add2e,InProgress,NotProductive,2018-10-25 00:00:00,B
ch.swisstopo.geologie-grundwasservorkommen_papier.metadata,af399b45-c233-48ec-a500-e6eb503b07dd,Published,Decommissioned,2016-01-01 00:00:00,C
